"EID","ContributorName","CatCodeIndustry","CatCodeGroup","CatCodeBusiness","PerDem","PerRep","DemCol","RepCol","Total"
"10734","CALIFORNIA ASSOCIATION OF PROFESSIONAL LIABILITY INSURERS","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",0,100,"#FF0000AF","#FF0000AF",6000
"10737","CALIFORNIA ASSOCIATION OF WINEGRAPE GROWERS","Beer, Wine & Liquor","General Business","Wine & distilled spirits manufacturing",100,0,"#0000FFAF","#0000FFAF",6250
"10743","CALIFORNIA CATTLEMENS ASSOCIATION","Livestock","Agriculture","Livestock",38.8127853881278,61.1872146118721,"#3D0000AF","#3D0000AF",21900
"10749","CALIFORNIA CORRECTIONAL SUPERVISORS ORGANIZATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",0,100,"#FF0000AF","#FF0000AF",8500
"10751","CALIFORNIA COMPENSATION DEFENSE ATTORNEYS ASSOCIATION","Civil Servants/Public Officials","Government Agencies/Education/Other","Courts & justice system",70.2194357366771,29.7805642633229,"#000066AF","#000066AF",31900
"10753","CALIFORNIA DENTAL HYGIENISTS ASSOCIATION","Health Professionals","Health","Dentists",86.3636363636364,13.6363636363636,"#0000B8AF","#0000B8AF",11000
"10754","CALIFORNIA DERMATOLOGY SOCIETY","Health Professionals","Health","Other physician specialists",84.1269841269841,15.8730158730159,"#0000ADAF","#0000ADAF",12600
"10761","CALIFORNIA GRAIN & FEED ASSOCIATION","Livestock","Agriculture","Feedlots & related livestock services",19.5121951219512,80.4878048780488,"#9E0000AF","#9E0000AF",20500
"10764","CALIFORNIA INDEPENDENT OIL MARKETERS ASSOCIATION","Oil & Gas","Energy & Natural Resources","Gasoline service stations",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",19500
"10765","CALIFORNIA INDEPENDENT PETROLEUM ASSOCIATION","Oil & Gas","Energy & Natural Resources","Petroleum refining & marketing",42.8571639918025,57.1428360081975,"#290000AF","#290000AF",54075.02
"10766","CALIFORNIA LAND & TITLE ASSOCIATION","Real Estate","Finance, Insurance & Real Estate","Title insurance & title abstract offices",20,80,"#990000AF","#9E0000AF",22500
"10769","CALIFORNIA LEAGUE OF FOOD PROCESSORS","Food Processing & Sales","Agriculture","Food & beverage products and services",0,100,"#FF0000AF","#FF0000AF",13950
"10773","CALIFORNIA METALS COALITION","Miscellaneous Manufacturing & Distributing","General Business","Industrial & commercial equipment and materials",100,0,"#0000FFAF","#0000FFAF",350
"10774","CALIFORNIA MOBILE HOME PARK OWNERS ALLIANCE","Real Estate","Finance, Insurance & Real Estate","Mobile home dealers & parks",69.2307692307692,30.7692307692308,"#000061AF","#000061AF",3250
"10775","CALIFORNIA MORTGAGE BANKERS ASSOCIATION","Real Estate","Finance, Insurance & Real Estate","Mortgage bankers & brokers",57.6059850374065,42.3940149625935,"#000024AF","#000024AF",40100
"10777","CALIFORNIA NEVADA SOFT DRINK ASSOCIATION","Food & Beverage","General Business","Beverages (non-alcoholic)",69.6969696969697,30.3030303030303,"#000061AF","#000061AF",9900
"10778","CALIFORNIA NEW CAR DEALERS ASSOCIATION","Automotive","Transportation","Auto dealers, new & used",60.1220752797558,39.8779247202442,"#000033AF","#000033AF",98300
"10780","CALIFORNIA ORTHOTICS & PROSTHETICS ASSOCIATION","Pharmaceuticals & Health Products","Health","Medical supplies manufacturing & sales",100,0,"#0000FFAF","#0000FFAF",14100
"10782","CALIFORNIA PHYSICAL THERAPY ASSOCIATION","Health Professionals","Health","Other non-physician health practitioners",66.1654135338346,33.8345864661654,"#000052AF","#000052AF",19950
"10787","CALIFORNIA STATE PSYCHOLOGICAL ASSOCIATION","Health Professionals","Health","Psychiatrists & psychologists",100,0,"#0000FFAF","#0000FFAF",1750
"10790","CALIFORNIA RADIOLOGICAL SOCIETY","Health Professionals","Health","Other physician specialists",61.038961038961,38.961038961039,"#000038AF","#000038AF",23100
"10792","CALIFORNIA RETAILERS ASSOCIATION","Retail Sales","General Business","Retail trade",69.2998733790333,30.7001266209667,"#000061AF","#000061AF",14657.92
"10793","CALIFORNIA RICE INDUSTRY ASSOCIATION","Crop Production & Basic Processing","Agriculture","Other commodities (including rice, peanuts, honey)",37.0820668693009,62.9179331306991,"#420000AF","#420000AF",32900
"10795","CALIFORNIA SOCIETY OF PLASTIC SURGEONS","Health Professionals","Health","Other physician specialists",100,0,"#0000FFAF","#0000FFAF",22300
"10796","CALIFORNIA STAFFING PROFESSIONALS","Business Services","General Business","Employment agencies",25,75,"#800000AF","#800000AF",8000
"10819","CALIFORNIANS FOR JOBS & A STRONG ECONOMY","Other/Single Issue Groups","Ideology/Single Issue","Other single-issue or ideological groups",100,0,"#0000FFAF","#0000FFAF",28800
"1084","GENERAL ELECTRIC","Miscellaneous Finance, Insurance & Real Estate","Finance, Insurance & Real Estate","Finance, insurance & real estate",66.4788732394366,33.5211267605634,"#000052AF","#000052AF",35500
"10852","CAN MANUFACTURERS INSTITUTE","Miscellaneous Manufacturing & Distributing","General Business","Metal cans & containers",90.0990099009901,9.9009900990099,"#0000CCAF","#0000CCAF",20200
"1087","GENERAL MOTORS","Automotive","Transportation","Auto manufacturers",37.2881355932203,62.7118644067797,"#420000AF","#420000AF",5900
"10893","CARE AMBULANCE SERVICES","Health Services","Health","Health care services",83.3333333333333,16.6666666666667,"#0000A8AF","#0000A8AF",4500
"1091","GENESIS HEALTHCARE","Hospitals & Nursing Homes","Health","Nursing homes",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",12000
"1095","GENWORTH FINANCIAL","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",50,50,"#000000AF","#000000AF",2000
"11026082","CALIFORNIA INDEPENDENT TELEPHONE ASSOCIATION","Telecom Services & Equipment","Communications & Electronics","Telecommunications",34,66,"#520000AF","#520000AF",40000
"11065","CHUKCHANSI ECONOMIC DEVELOPMENT AUTHORITY","Gambling & Casinos","General Business","Indian gaming",100,0,"#0000FFAF","#0000FFAF",5400
"11105","CIVIL JUSTICE ASSOCIATION OF CALIFORNIA","Business Associations","General Business","Pro-business organizations",60.1774204525872,39.8225795474128,"#000033AF","#000033AF",27622.52
"11128","CLEAN ENERGY FUELS CORP","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",100,0,"#0000FFAF","#0000FFAF",18700
"1116","GLAXOSMITHKLINE","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",72.2222222222222,27.7777777777778,"#000070AF","#000070AF",13500
"11291","COMMUNITY LOANS OF AMERICA","Payday/Title Loans","Finance, Insurance & Real Estate","Payday/Title Loans",37.9310344827586,62.0689655172414,"#420000AF","#420000AF",14500
"113147","RICARDO LARA CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",20500
"11331","CONSOLIDATED COMMUNICATIONS","Telecom Services & Equipment","Communications & Electronics","Telecommunications",100,0,"#0000FFAF","#0000FFAF",2000
"11335","CONSTRUCTION EMPLOYERS ASSOCIATION","General Contractors","Construction","Builders associations",40,60,"#330000AF","#330000AF",25000
"11343","CONSUMER SPECIALTY PRODUCTS ASSOCIATION","Chemical & Related Manufacturing","General Business","Household cleansers & chemicals",100,0,"#0000FFAF","#0000FFAF",2016.95
"11410","COVANTA ENERGY","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",28.5714285714286,71.4285714285714,"#700000AF","#700000AF",17500
"11411","COVENANT CARE","Hospitals & Nursing Homes","Health","Nursing homes",100,0,"#0000FFAF","#0000FFAF",10000
"11432","CR&R WASTE & RECYCLING","Waste Management","Energy & Natural Resources","Waste management",0,100,"#FF0000AF","#FF0000AF",9550
"1146","GREEN DIAMOND RESOURCE CO","Forestry & Forest Products","Agriculture","Timber companies, sawmills, & others engaged in cutting down trees",50.7107509709982,49.2892490290018,"#000000AF","#000000AF",15216.3
"1147","GREENBERG TRAURIG LLP","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",44.6428571428571,55.3571428571429,"#1F0000AF","#1F0000AF",28000
"11470","CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",69.2156862745098,30.7843137254902,"#000061AF","#000061AF",51000
"11511","DAIICHI SANKYO","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",89.3617021276596,10.6382978723404,"#0000C7AF","#0000C7AF",9400
"116","AMERICAN CHEMISTRY COUNCIL","Chemical & Related Manufacturing","General Business","Chemicals",73.2142857142857,26.7857142857143,"#000075AF","#000075AF",28000
"11659","DENTISTS INSURANCE CO","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",82.9166666666667,17.0833333333333,"#0000A3AF","#0000A3AF",24000
"11860","DISH NETWORK","Telecom Services & Equipment","Communications & Electronics","Telecommunications",52.3809523809524,47.6190476190476,"#00000AAF","#00000AAF",21000
"11878","EDUCATION MANAGEMENT CORP","Education","Government Agencies/Education/Other","Education",70,30,"#000066AF","#000066AF",30000
"119","AMERICAN COLLEGE OF EMERGENCY PHYSICIANS","Health Professionals","Health","Other physician specialists",81.65548098434,18.34451901566,"#00009EAF","#00009EAF",44700
"11932","EMS MANAGEMENT","Health Services","Health","Health care services",29.3868921775898,70.6131078224101,"#6B0000AF","#6B0000AF",23650
"11942","ENGINEERING & UTILITY CONTRACTORS ASSOCIATION","General Contractors","Construction","Builders associations",40.8536585365854,59.1463414634146,"#330000AF","#330000AF",16400
"11953976","EDP RENEWABLES NORTH AMERICA","Miscellaneous Energy","Energy & Natural Resources","Alternative energy production & services",37.5,62.5,"#420000AF","#420000AF",4000
"1198","HARTFORD FINANCIAL SERVICES","Insurance","Finance, Insurance & Real Estate","Insurance agencies, brokers & agents",60.7250755287009,39.2749244712991,"#000033AF","#000033AF",33100
"12001510","MIKE MORRELL CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",0,100,"#FF0000AF","#FF0000AF",12200
"1200918","J & J FARMS","Crop Production & Basic Processing","Agriculture","Farmers, in general",0,100,"#FF0000AF","#FF0000AF",2000
"1210","HENNINGSON DURHAM & RICHARDSON / HDR","Construction Services","Construction","Engineering, architecture & construction management services",0,100,"#FF0000AF","#FF0000AF",750
"121071","SIERRA CLUB LOS ANGELES CHAPTER","Pro-Environmental Policy","Ideology/Single Issue","Environmental policy",100,0,"#0000FFAF","#0000FFAF",4500
"1212","HEALTH NET INC","Health Services","Health","HMOs",40.1408450704225,59.8591549295775,"#330000AF","#330000AF",42600
"12225586","LUIS ALEJO CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",1500
"12225612","MARTY BLOCK CAMPAIGN CMTE","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",16400
"12225620","ROB BONTA FOR CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",4000
"1226","HENSEL PHELPS CONSTRUCTION CO","General Contractors","Construction","Construction, unclassified",0,100,"#FF0000AF","#FF0000AF",4994
"12265","FOSTER POULTRY FARMS","Poultry & Eggs","Agriculture","Poultry & eggs",13.4615384615385,86.5384615384615,"#BD0000AF","#BD0000AF",26000
"1227","HERBALIFE INTERNATIONAL","Pharmaceuticals & Health Products","Health","Nutritional & dietary supplements",100,0,"#0000FFAF","#0000FFAF",5500
"12323176","CALIFORNIA INSTITUTE OF SCRAP RECYCLING INDUSTRIES","Miscellaneous Manufacturing & Distributing","General Business","Recycling of metal, paper, plastics, etc.",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",7500
"1233","HEWLETT PACKARD","Electronics Manufacturing & Services","Communications & Electronics","Electronics manufacturing & services",51.1811023622047,48.8188976377953,"#000005AF","#000005AF",38100
"12395","GEMPERLE ENTERPRISES","Poultry & Eggs","Agriculture","Poultry & eggs",0,100,"#FF0000AF","#FF0000AF",3000
"124248","BOYETT PETROLEUM","Oil & Gas","Energy & Natural Resources","Petroleum refining & marketing",0,100,"#FF0000AF","#FF0000AF",3500
"12521","GOOGLE","Computer Equipment & Services","Communications & Electronics","Online computer services",69.2307692307692,30.7692307692308,"#000061AF","#000061AF",13000
"12562","GRANVILLE MANAGEMENT","Business Services","General Business","Business services",0,100,"#FF0000AF","#FF0000AF",8300
"1259","HOLLAND & KNIGHT","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",50,50,"#000000AF","#000000AF",2000
"12600","GREENE BROILLET & WHEELER","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",100,0,"#0000FFAF","#0000FFAF",10100
"12623","GROCERY MANUFACTURERS ASSOCIATION","Food Processing & Sales","Agriculture","Food & kindred products manufacturing",100,0,"#0000FFAF","#0000FFAF",1000
"1269570","INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES / IUPAT","General Trade Unions","Labor","Construction unions",100,0,"#0000FFAF","#0000FFAF",24200
"12725","HARRIS FARMS","Crop Production & Basic Processing","Agriculture","Farmers, in general",0,100,"#FF0000AF","#FF0000AF",5000
"127984","DE MARTINI INC","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",6600
"12936","HOROWITZ BROTHERS 1975 TRUST","Real Estate","Finance, Insurance & Real Estate","Real estate developers & subdividers",0,100,"#FF0000AF","#FF0000AF",6100
"129443","RINCON BAND OF LUISENO MISSION INDIANS OF THE RINCON RESERVATION","Tribal Governments","Government Agencies/Education/Other","Native American tribes & governing units",42.7083333333333,57.2916666666667,"#290000AF","#290000AF",9600
"12970","HOWARD JARVIS TAXPAYERS ASSOCIATION","Tax Issues","Ideology/Single Issue","Fiscal & tax policy",0,100,"#FF0000AF","#FF0000AF",36600
"130279","CALIFORNIA SPEECH-LANGUAGE-HEARING ASSOCIATION","Health Professionals","Health","Other non-physician health practitioners",100,0,"#0000FFAF","#0000FFAF",2000
"131133","NORTHGATE GONZALEZ LLC","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",5600
"132","AMERICAN FAMILY LIFE ASSURANCE CO / AFLAC","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",100,0,"#0000FFAF","#0000FFAF",7000
"132002","SERVICES WORKERS WEST LOCAL 1877","Public Sector Unions","Labor","State & local government employee unions",100,0,"#0000FFAF","#0000FFAF",21250
"1338","INTERNATIONAL PAPER","Forestry & Forest Products","Agriculture","Paper & pulp mills and paper manufacturing",47.8260869565217,52.1739130434783,"#0F0000AF","#0F0000AF",17250
"13473623","E&B NATURAL RESOURCES MGMT CORPORATION","Uncoded","Uncoded","Uncoded",85.9154929577465,14.0845070422535,"#0000B3AF","#0000B3AF",7100
"13474118","MIDLAND CREDIT MANAGEMENT","Miscellaneous Finance","Finance, Insurance & Real Estate","Financial services & consulting",69.2307692307692,30.7692307692308,"#000061AF","#000061AF",13000
"13474726","WEST COAST UNIVERSITY","Uncoded","Uncoded","Uncoded",50,50,"#000000AF","#000000AF",2000
"13474729","CYNTRON PAYROLL SOLUTIONS LLC","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",5850
"13475602","RECURRENT ENERGY DEVELOPMENT HOLDINGS LLC","Uncoded","Uncoded","Uncoded",77.7777777777778,22.2222222222222,"#00008AAF","#00008AAF",4500
"13476453","BLANCA E RUBIO CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",50,50,"#000000AF","#000000AF",8200
"13476515","PALM COMMUNITIES","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",1150
"13476681","BRITTON TRUCKING CO","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",6100
"13477497","CALIFORNIA TRAILBLAZERS","Conservative Policy Organization","Ideology/Single Issue","Republican-based groups (but not official party committees) and generic conservative ones",0,100,"#FF0000AF","#FF0000AF",19743.53
"13483457","GRESHAM SAVAGE NOLAN & TILDEN PC","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",3000
"13722","LOCAL SOCIETIES OF THE CALIFORNIA OPTOMETRIC ASSOCIATION","Health Professionals","Health","Optometrists & ophthalmologists",96.4953271028037,3.50467289719626,"#0000EBAF","#0000EBAF",42800
"13739","LONG BEACH POLICE OFFICERS ASSOCIATION","Public Sector Unions","Labor","Police & fire fighters unions and associations",100,0,"#0000FFAF","#0000FFAF",6600
"13753","LOS ANGELES COLLEGE FACULTY GUILD LOCAL 1521","Public Sector Unions","Labor","Teachers unions",100,0,"#0000FFAF","#0000FFAF",8950
"13757","LOS ANGELES POLICE PROTECTIVE LEAGUE","Public Sector Unions","Labor","Police & fire fighters unions and associations",100,0,"#0000FFAF","#0000FFAF",35700
"13779334","AIA SURETY","Miscellaneous Finance","Finance, Insurance & Real Estate","Bail Bond Services",66.6666666666667,33.3333333333333,"#000052AF","#000052AF",1125
"13791435","MICHAEL ALLEN FOR ASSEMBLY 2012","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",5100
"13796724","CALIFORNIA ASSOCIATION FOR BEHAVIOR ANALYSIS","Health Professionals","Health","Psychiatrists & psychologists",100,0,"#0000FFAF","#0000FFAF",7000
"13796835","LIFEHOUSE HOLDINGS LLC","Uncoded","Uncoded","Uncoded",33.3333333333333,66.6666666666667,"#570000AF","#570000AF",6000
"13797241","OAK TREE","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",1500
"13797505","BAYBIO","Uncoded","Uncoded","Uncoded",70.5882352941177,29.4117647058824,"#000066AF","#000066AF",8500
"13797785","KEVIN DE LEON CAMPAIGN CMTE","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",16400
"13798524","ASSOCIATED BUILDERS & CONTRACTORS NORTHERN CALIFORNIA CHAPTER","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",16300
"13799510","PT GAMING LLC","Uncoded","Uncoded","Uncoded",83.1081081081081,16.8918918918919,"#0000A8AF","#0000A8AF",14800
"13801973","TAX FIGHTERS FOR ANDERSON SENATE 2014","Uncoded","Uncoded","Uncoded",0,100,"#FF0000AF","#FF0000AF",20500
"13802373","VEEN FIRM PC","Uncoded","Uncoded","Uncoded",100,0,"#0000FFAF","#0000FFAF",1500
"13810580","CHRIS HOLDEN CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",2500
"13810583","JIMMY GOMEZ CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",5500
"13810600","ANTHONY RENDON CAMPAIGN CMTE","Candidate Committees","Candidate Contributions","Candidate committees",100,0,"#0000FFAF","#0000FFAF",6100
"13817","LUMBER ASSOCIATION OF CALIFORNIA & NEVADA","Forestry & Forest Products","Agriculture","Timber companies, sawmills, & others engaged in cutting down trees",100,0,"#0000FFAF","#0000FFAF",1000
"13825","LUXOTTICA GROUP","Health Services","Health","Optical services (glasses & contact lenses)",90.5534107014008,9.44658929859915,"#0000CCAF","#0000CCAF",17393.05
"139350","CALIFORNIA STATE COUNCIL UNITE HERE!","General Trade Unions","Labor","Other unions",100,0,"#0000FFAF","#0000FFAF",7000
"1396","JOHN DEERE & CO","Agricultural Services & Products","Agriculture","Farm machinery & equipment",20.6896551724138,79.3103448275862,"#990000AF","#990000AF",14500
"139714","EQUALITY CALIFORNIA PAC","Gay/Lesbian Rights & Issues","Ideology/Single Issue","Gay & lesbian rights and issues",20,80,"#990000AF","#9E0000AF",2500
"14","ABBOTT LABORATORIES","Pharmaceuticals & Health Products","Health","Pharmaceutical manufacturing",67.9462571976967,32.0537428023033,"#000057AF","#000057AF",52100
"14007192","ASSOCIATION OF TALENT AGENTS","Uncoded","Uncoded","Uncoded",90,10,"#0000CCAF","#0000CCAF",10000
"14087","MEDICAL INSURANCE EXCHANGE OF CALIFORNIA","Insurance","Finance, Insurance & Real Estate","Property & casualty insurance",96.551724137931,3.44827586206897,"#0000EBAF","#0000EBAF",29000
"14277","MITSUBISHI CEMENT CORP","Building Materials & Equipment","Construction","Stone, clay, glass & concrete products",0,100,"#FF0000AF","#FF0000AF",10500
"1440","KINDRED HEALTHCARE","Hospitals & Nursing Homes","Health","Nursing homes",63.6363636363636,36.3636363636364,"#000042AF","#000042AF",11000
"144191","TULARE COUNTY MEDICAL SOCIETY","Health Professionals","Health","Physicians",0,100,"#FF0000AF","#FF0000AF",19500
"145","AMERICAN INSURANCE ASSOCIATION","Insurance","Finance, Insurance & Real Estate","Insurance companies, general",70.3703703703704,29.6296296296296,"#000066AF","#000066AF",13500
"1457","KOCH INDUSTRIES","Chemical & Related Manufacturing","General Business","Chemicals",0,100,"#FF0000AF","#FF0000AF",7000
"146045","GARFIELD MEDICAL CENTER","Hospitals & Nursing Homes","Health","Hospitals",100,0,"#0000FFAF","#0000FFAF",2000
"1465","KPMG LLP","Accountants","Finance, Insurance & Real Estate","Accountants",80.3921568627451,19.6078431372549,"#000099AF","#000099AF",25500
"14650","NOSSAMAN GUNTHER KNOX & ELLIOTT","Lawyers & Lobbyists","Lawyers & Lobbyists","Attorneys & law firms",81.0810810810811,18.9189189189189,"#00009EAF","#00009EAF",27750
"146525","CALIFORNIA ASIAN PACIFIC CHAMBER OF COMMERCE","Business Associations","General Business","Chambers of commerce",71.4285714285714,28.5714285714286,"#00006BAF","#00006BAF",3500
"1466","KRAFT FOODS","Food Processing & Sales","Agriculture","Food & kindred products manufacturing",37.1747211895911,62.8252788104089,"#420000AF","#420000AF",26900
"14869","PACIFIC EGG & POULTRY ASSOCIATION","Poultry & Eggs","Agriculture","Poultry & eggs",30.7692307692308,69.2307692307692,"#660000AF","#660000AF",13000
"14870","PACIFIC FEDERAL INSURANCE CORP","Insurance","Finance, Insurance & Real Estate","Accident & health insurance",100,0,"#0000FFAF","#0000FFAF",7690.75
"14872","PACIFIC MERCHANT SHIPPING ASSOCIATION","Sea Transport","Transportation","Sea transport",55.5555555555556,44.4444444444444,"#00001AAF","#00001AAF",4500
"14908","PARAMOUNT FARMING","Crop Production & Basic Processing","Agriculture","Vegetables, fruits & tree nuts",44.5682451253482,55.4317548746518,"#1F0000AF","#1F0000AF",53850
